title,story
뽑기로 강해진 SSS급 헌터,"전 재산을 쏟아부어 헌터로 각성했는데…
전투형 스킬 하나 없는 소통, 인내, 게임 탤런트뿐이라고?
헌터 사무소 영업직 인생은 이제 그만 살고 싶다고...!

간절히 바라면 이루어지는가!
인생 최악의 날, 우주로부터 최강의 스킬을 얻었다!

클래스를 뒤집는 운빨 갓겜이 시작된다.
<뽑기로 강해진 SSS급 헌터>"
원나잇 메이트 [개정판],"여행지에서 우연히 (구) 짝사랑을 만났다! 두근두근 설레는 마음으로 온 유럽 여행에서 큰 곤경에 빠진 우진. 그런 우진 앞에 그가 지난 1년간 짝사랑했던 상대, 강승혁이 나타난다. 이녀석의 도움을 받기가 영 껄끄럽긴 하지만... 어쩔 수 없다! 딱 하룻밤만 신세지는 수 밖에. 그런데 어쩐지... 자꾸만 일이 생긴다?"
독고3 [완전판],"[독고3]
모든 일에 의욕을 잃고 표류하던 태진은 과거 당영고 씨름부 주장이었던 심상윤으로부터
영입 제안을 받게 되고 결국 현실과 타협하고 주먹의 세계에 몸을 담게 된다.
그리고 그 세계에 적응해나가면서 점차 나락으로 떨어짐을 느끼게 되는데...
독고 시리즈 중 가장 처절한 이야기가 펼쳐진다."
"악녀인데요, 죽어도 될까요?","아픈 동생이 죽고, 나의 쓸모는 끝이 났다.
그렇게 생각하여 죽음을 택했는데,

삼류 소설 속 시한부 악녀가 되어버렸다?!

비참한 최후를 맞이할 바에, 이 귀찮은 인생 내 손으로 다시 끝낼까 했는데….
나를 왜 자꾸 구하려는 거야?

“나에게서 파트너 자격을 앗아가지 말아요. 셀리나.”
“감히 제가 욕심내도 될까요?”

새로운 삶이 점차 좋아지고 있는데, 죽을 날은 점점 다가온다. 나 어쩌지?"
망향무사,"[매주 월요일 연재]

""전장의 유령늑대, 무림에서 포효하다!""
10년 전쟁이 끝난 후 고향으로 돌아온 소천호.
아버지는 돌아가시고 가족 같던 사제 백동근은 행적을
감췄다.

어린 시절 친구 소혜와 잠시나마 행복한 시간을 보내지만
병에 걸린 소혜는 죽기 전 자신의 딸 휘연을 부탁한다.
모든 것을 잃은 천호는 휘연을 지키기 위해 무림인들과
끝없는 싸움을 시작하는데….

부러지지 않는 강골, 압도적인 힘을 가진 상남자.
사랑하는 여인의 아이를 지키기 위해 모든 것을 걸다―!"
나쁜 아내,"늦은 밤, 팀장의 지시에 회사로 향한 은상.
부탁받은 서류를 찾던 중 탕비실에서 야릇한 소리를 듣게 된다. 그러나 그 소리의 주인공이 자신의 남자친구라는 것을 알게 된다. 충격적인 상황 속에서 그녀를 구해 준 것은 사장인 경우였다. 
그 후 경우의 도움으로 남자친구가 퇴사하고, 이별로 모든 일이 끝났다고 생각한 은상. 하지만 그날 밤 일이 사내에 퍼지며 당사자로 몰릴 위기에 놓인다. 그러자 경우는 그녀를 위기에서 구해 주겠다며 황당한 제안을 해오는데.

 “법적인 아내가 되어 준다면, 원하는 모든 것을 해 드리죠.”

모두를 속이고 원하는 것을 얻기 위해 계약된, 사랑 없는 부부생활. 
은상은 제게 주어진 역할 대로 철저히 나쁜 아내를 연기한다. 그러나 경우는 자꾸 계약 이상의 감정을 부딪쳐 오는데……. 은상은 과연, 끝까지 ‘나쁜 아내’를 연기해 낼 수 있을까?"
오늘부터 황녀?!,"자신의 삶을 내던져가며 마왕을 물리치라는 사명을 달성한 용사,
그녀의 남은 인생은 찬란한 빛의 길만 펼쳐질 것처럼 보였으나…
현실은 시궁창! 지칠 대로 지친 그녀는 평범한 삶을 되찾고자 소원을 빈다.

""시간을 되돌려 주세요.""
.
.
.
그런데 평범한 삶은 어디에…?

""이 아이야말로 짐이 12년 전에 잃어버린 황녀가 확실하다.""

이름도 없는 빈털터리 용사에서
모든 걸 다 가진 황녀, 나나엘이 되어버렸다!"
고교최강,"[""내기할까? 누구 뚝배기가 먼저 깨지는지?!""]

언제부턴가 각 지역 학교에서 이상한 게임이 
유행하게 되는데…
  그 게임의 이름은 바로 [베팅격투]
그런데 이 게임… 
단순한 패싸움이 아니라 배후가 있는 것 같다…!"
갱스쿨,"아버지의 자살로 일순간 모래성처럼 무너져 버린 가족들.
정신을 놓은 어머니와 맹인 학교를 다니는 여동생을 책임져야하는 가장이 되어 버렸다.
가족을 위해 부산 최고 깡패 학교'최강고'에 자신만의 갱을 만들기 위해 전학가는데...

차가운 세상을 향한 뜨거운 액션!"
예민보스 이리나,"이리나는 불편하다.
이런 사람으로 사는게, 한국사람으로 사는게, 여자로 사는게.

10살의 이리나는 이후 입을 열지 않기로 했다.
그냥 이렇게 사는 것이 가장 덜 불편하다고 생각했다.

이리나의 동거남 크리스는 그녀의 일생이 궁금했다.
누구에게도 얘기 하지 않았던 기억들을 크리스에게 얘기하기 시작한다.

모른 척 해왔던 것들을 얘기하다 보니 이리나에게 마음의 변화가 생긴다.
이라나는 이제 불편한 것들을 모른 체 하지 않기로 한다."
힐링은 BL [웹툰판/개정판],"시트러스 코믹스의 인기 BL만화를 모은 시리즈물 입니다!
매주 월요일, 목요일 업데이트 되오니 많은 관심 부탁드립니다 ^-^*

1.나무들은 봄
2.우리는 BL이 되지 않아
3.담담히 더 담담하게
4.연애방정식이 풀리지 않는 이유
5.딜리버리 허그 테라피
6.소꿉친구가 너무 잘생겨서 거부할 수 없어
7.아름다운 계절에 상냥한 너와
8.지금부터는 오프 더 레코드
9.씨 유 레이터, 머메이드 (See you later, Mermaid) 
10.평범하게 사랑해서"
처음부터 끝까지 BL [웹툰판/개정판],"시트러스 코믹스의 인기 BL만화를 모은 시리즈물 입니다!
매주 화요일, 금요일 업데이트 되오니 많은 관심 부탁드립니다^-^*

------------------------------------------------------------------

1.너에게로 이어지는 해피엔드
2.라스트 찬스를 그대와
3.백람의 짐승
4.심술궃은 겜블러
5.하트 따위 필요 없어
6.이대로 계속되는 닮지 않는 우리
7.질투는 여우빛
8.애틋한 그, 사슴의 소리
9.언짢은 DOU DOU"
흑막은 매일 밤 나를 찾아온다,"수도 엘바크에는 한옥풍으로 건축된 13층짜리 호텔이 있다.
나는 호텔 미드나잇 블루의 마스터 루비.
……그리고 흑막공에게 살해당하는 여관 주인1.

‘그게 나일지도 몰라!’

이곳은 <기어라, 그리고 내 열망을 삼켜라>, 그런 제목을 가진 BL 웹소설의 세계.

“죽을 수 없어. 벽에 똥칠할 때까지 살 거야.”

하지만 쉽지가 않다.
반란군의 수장인 흑막공이 내 호텔에서 반역을 도모하고 있었다.

*

“원하는 걸 말씀해주세요. 내가 당신의 손에 쥐여드릴 겁니다.”
“무엇이든?”
“무엇이든. 나의 마스터 루비.”

반란군의 수장, 흑막공 엘리고스. 난 그에게 원하는 게 있었다.

“엘리고스. 반란을 멈춰요. 당신은 황제가 될 수 없어요.”
“대신 나도 원하는 게 있어요.”

내 허리에 팔을 두른 엘리고스가 천천히 고개를 숙이고, 서로의 숨결은 가까이에서 느껴졌다.
아래쪽 입술을 그의 단단한 손가락이 아찔하게 문질렀다.
붉어진 눈시울로 엘리고스를 바라보는 그 순간, 허리에 있던 그의 팔에 힘이 들어갔다.
순식간에 침대에 나를 눕힌 엘리고스가 아름다운 미소를 지었다.

“루비. 오늘 밤에 당신이 나를 가졌으면 해요.”"
L.A.G,"인간이 각성을 통해 능력이나 스킬을 쓸고 있고
각 층, 방마다 몬스터들이 나오고
거기에 따른 미션이 주어지는 미지의 공간 L.A.G

이곳의 목표는 최하층에 도달하는 것이다.
그 알 수 없는 공간 L.A.G에서
수없이 죽음과 삶을 반복하고 있는 주인공.
하지만 이번 생에는 패시브 스킬을
무한으로 소유할 수 있는 능력을 갖게 되고
드디어 이곳을 탈출할 수 있는 기회가 찾아온다.

그러나 L.A.G도 지금까지 자신의 겪어왔던 것과 달리
계속 변하게 되면서 한 치 앞도 알 수 없게 된다.
그 누구도 믿을 수 없고
끝이 보이지 않는 지옥 같은 L.A.G에서
끝까지 살아남아 최하층 탈출을 위해 싸워나가는
처절한 생존 서바이벌."
액괴,"일진들에게 수모를 당하며
황색망사점균을 먹게 된 교내 왕따 수와 진오.
그로 인해 신체에 변이가 일어나고
황색망사점균(블롭)의 특징과 힘을 가지게 된다.

여전히 학교 내에선
무시 받거나 괴롭힘 당하는 두 명의 아이들은
힘의 정체를 숨긴 채
차근차근 교내 먹이사슬을 장악해 가지만
하나 둘 나타나는 액괴의 흔적이 사회의 이슈가 되고,
변이된 블롭의 실험체를 만든
김수혁의 등장으로 싸움은 점점 커져 간다."
메시아 - 신들의 종말,"인간을 만들어낸 12명의 '신'
하지만 그들은 인류를 종말 시키기로 결정한다.

인간들의 구원자였던 신들이, 인류의 종말을 바란다면,  
인간은 이제 무엇을 믿어야 하는가?

이 땅의 인류는 모두 '오염체'라 불리는 '괴물'로 전락하였고,
한때 인간이었던 그들은 신의 사자가 되어 
최후의 인류가 생존하고 있는 유일한 곳, 
성도 '메시아'를 몰락시키기 위해 
살육 본능만을 지닌 채 메시아를 공격한다.

인류가 생존할 수 있는 유일한 방법. 
지상에 강림하는 12신들을 모두 처치하고, 
그들의 영혼 파편을 모아 신들의 신이자 모든 만물의 창조주, 
그리고 인류의 편에 선 유일한 신, 
'가이아'를 깊은 봉인으로부터 깨워내야만 한다. 

‘가이아’에게 선택된 성녀 ‘테이아’와
‘테이아’에게 선택된 신을 죽일 수 있는 전사 ‘세이비어’들은 
인류를 지키기 위해 자신들의 
창조주 ‘신’들에게 칼을 겨누는데..."
어비스호,"[카카오페이지X케나즈 ㅋㅋㅋ웹툰 아카데미 데뷔반 1기 선정작]

""세계 최초, 방탈출 크루즈 '어비스호'.

북악고 학생들의 어비스호 첫 번째 게임이 시작되었다. 
그리고 드러나기 시작하는 어비스호의 진실! 

일곱개 방의 수수께끼를 모두 풀고 어비스호를 탈출해라!"
버섯종균작업,"약초꾼에 의해 발견된 '빛나리 동충하초'는 
생체물리학자 '박필교' 손에 들어오고, 

그는 빛나리 동충하초가 절단된 신체를 재생시키는 
효능을 갖고 있다는 사실을 기반으로 임상시험에 성공한다.

하지만 이후 후유증이 속출하고 박필교는 후유증 치료에 나서지만 
그 과정에서 부작용이 발생하면서 버섯 형태의 인간이 세상에 탄생한다.

소정 고등학교, 선화는 등굣길에 과학 수사대에 둘러싸인 
버섯으로 변해버린 같은 학교 학우를 보고 
뉴스에 나왔던 버섯 인간으로 변해 죽어버린 고시원 남자를 떠올린다. 

학교는 시끄러웠고 소외된 사람들이 버섯괴물이 된다는 소문이 퍼져 있는 상태. 
같은 반 왕따인 승희가 신경 쓰이지만 선화는 그녀를 외면한다.

그리고 곧이어 들려오는 비명과 함께 
선화의 뒷자리에 앉아있던 친구의 머리가 잘려 나간다."
오늘 밤 어때?,"일본의 네 자매가 들려주는 사랑, 연애, 결혼, 성에 대한 솔직한 이야기! 
인기 관능 소설가이지만, 아직 남자를 모르는 첫째 하루미.   
갓 결혼한 신혼 초임에도 불구하고 소원해진 잠자리로 고민하고 있는 유능한 커리어 우먼 둘째 나츠미. 시 
어머니와의 갈등 속에서 부부 관계도 냉랭해진 두 아이의 엄마이자 전업주부인 셋째 아키미.  
일도 잠자리도 마음 내키는 대로 갈아치우는 자유분방한 성격이지만, 한편으로는 일도 남녀관계도 불안정한 막내 후유미. 
둘째 나츠미는 결혼 반년 차 신혼 초임에도 불구하고 벌써 뜸해진 잠자리로 고민하고 있었다.  
매일 밤 PC만 들여다볼 뿐 전혀 아내와의 잠자리에 관심이 없는 남편을 어떻게든 해보려는 나츠미.  
고민 끝에 자매들과 상담을 하다 보니 겉보기와는 달리 모두 각각 일과 가정, 사랑에 대한 고민을 안고 있었다..."
장봉행,"30년 전, 사람의 마음을 조종할 수 있는 4자루의 요도(妖刀)가 무림에 뿌려지면서 수많은 사람들의 목숨을 빼앗았다. 30년 뒤, 기이한 살인사건들이 여러 건 일어나고 그 사건들 배후에는 요도가 있다는 소문이 돌기 시작한다. 평범한 대장장이 소년이었던 주인공 배열은 어느 날, 한 강호 문파에 검을 배달하러 갔다가 기이한 장면을 목격한다. 그것은 바로 한 마을 청년이 괴물의 모습을 한 채 한 자루의 칼을 휘두르며 문파 장문인의 여제자와 싸우고 있는 모습이었다. 4자루의 요도와 4대문파, 무공을 수련한 적도 없는 배열은 그 소용돌이 속에서 살아남을 수 있을까?"
그녀의 조각,"어느 아파트 현관문에서 초인종이 울리고, 민정은 남편의 소리에 문을 열어주는데, 갑자기 들어닥친 괴한에 의해 죽임을 당한다. 그 괴한은 민정의 시체를 외딴 산에 파묻는다.
 미술 대학 조소과 학생 예리는 어느날 사용하고 있는 진흙이 떨어져서, 평소 잘 가던 산에 진흙을 구하러 간다. 하지만 그 곳에서 괴한의 습격을 받게되고, 다행히도 황급히 괴한을 뿌리치고, 자리를 피하여 도로로 피신하는데, 마침 지나가던 차에 구조요청을 하고, 겨우 그 곳을 빠져나오게 된다. 차를 태워줬던 남자 태오는 그녀를 데려다주고, 헐레벌떡 도망치느라 타고 갔던 오토바이와 진흙을 그가 가져다주게 되는데, 그 진흙에는 민정의 영혼이 잠들어 있다."
수진단톡방,"어느 날, 송서항은 심각한 
무협덕후들의 단톡방에 갑자기 초대받게 되는데... 
단톡방 안의 사람들은 서로를 '대협'이라 부른다! 

단톡방에는 다양한 멤버가 있고, 
하루 종일 하는 얘기라고는 연단, 비경, 수련을 연마했다는 것이다! 

송서항은 알게 된다… 
단톡방 사람들이 수진계의 굉장한 능력을 가진, 
천 년을 살 수 있는 진짜 수진자 라는 것을! 

앞으로 송서항은 수진의 길에 오를 수 있을까?"
복마전,"설희를 비롯한 승무원들이
우주 스테이션 칼리의 시험 운행을 마치고
지구로 귀환하기 일주일 전,

가까운 곳에서 정체불명의 우주선 폭발이 일어나고,
10분 후 그 잔해들이 칼리를 덮친다.

그런데 잔해 중 발견된 괴박스에
붉은 글씨의 '마(魔)'가 새겨져 있다.

부사령관인 설희는 불길한 느낌을 받고 박스 개봉에 반대하지만,
선내로 들인 물건을 파악하고 보고해야 하는
스테이션 운영 방침에 따라 사령관 페기가 박스 개봉을 명령한다.

그날 이후, 승무원들은 모두 이상현상을 겪게 되고
박스를 개봉한 통신담당관 히데키를 시작으로
하나 둘 각자가 가진 트라우마에 잠식되어 죽어나간다.

불교 신화 속 아귀가 승무원들의 정신을 지배해
피바람을 일으켜나가는데..."
백합 하우스,"여성전용원룸, 생각지도 못한 좋은 조건에, 꿈에 그리던 최고의 자취방을 얻었다.
이사한 첫날 밤,
쿵!!! 천장이 내려앉을 것만 같은 큰 소리에 잠이 깼다.

첫날부터 이웃과 감정 상하기는 하지만,
이건 좀 너무한 거 아닌가?

윗층에 올라가자, 열린 문 안으로 바닥에 쓰러진 여자가 보인다.

...이사한 첫날 밤, 윗층 여자가 자살했다."
스텔라를 위하여,":: 매주 월요일 업데이트!! ::

죽어야 전생으로 돌아갈 수 있는 그녀와 그녀의 죽음을 막으려 회귀한 남주의 애틋한 로맨스

소설 속 남주 아르케인과 여주 스텔라를 위하여 죽을 운명인 조연 데이나. 
현실 세계로 돌아가려면 이 역할에 최선을 다해 죽어주는 수밖에…! 

그런데, 남주가 왜 갑자기 나한테 미친 듯이 집착을 하냐고! 
게다가 일부러 원작과 반대로 움직이는 건 단순히 기분 탓인가..?!

“ 다시는 나 때문에 널 죽게 내버려 두지 않을 거야, 데이나.”"
랩 마이스 게임,"세상을 지배하려는 조직 ‘한니발’,
이들에게 극심한 학대와 착취를 당해온 초능력자 빅캄과 그 동료들의 대반격!

인도 뭄바이의 한 빈민촌, 가족들의 생활비가 필요했던 ‘빅캄’은 우연히 특수한 능력 을 지닌 아이들을 찾는다는 전단지를 발견한다. 전단지를 뿌린 단체는 보육시설로 알 려져 있던 ‘한니발’. ‘빅캄’은 그들에게 자신의 ‘불을 다루는 능력’을 보여주고, 가족들의 생활비를 받는 대신 그들과 함께 영국으로 떠난다. 영국의 한 시설에 도착한 ‘빅캄’ 은 그 곳에서 자신처럼 특수한 능력을 지닌 세계 각지의 아이들을 만난다. 그런데, 실험을 도와주면 많은 돈을 벌 수 있을 거라 생각한 ‘빅캄’과 달리 아이들은 불안과 공포, 그리고 체념의 기색을 보인다. 그리고 오래지 않아 ‘빅캄’은 그 이유를 알게 된다."
마녀 사월,"마녀 사월과 도깨비 수인, 둘 사이 얽혀있는 비밀과  운명적인 만남
부활한 요괴들의 왕, 비형랑을 막아라!

주제할 수 없는 힘으로 인해 오랜 불면증을 앓고 있는 수인. 그는 힘을 소진하기 위해 폐기물처리라는 힘든 알바를 하고 있었다. 그러던 어느 날 퇴거할 집에 짐을 치우다 한글로 된 부적을 발견하고 그 부적을 소각장에 태우게 된다. 그리고 같은 시각, 이름없는 산의 땅속에서 붉은 머리의 한 소녀가 벌떡 일어선다. 사월이라는 이름의 마녀였다."
사월이 다시 오면,"사랑하는 연인에게 배신당하고
이복 동생에게 휘둘리기만 하던 그녀, 안사월.

죽을 때까지 멸시만 받던 그녀에게 새 삶이 주어졌다.

""나와 내 소중한 사람들을 아프게 했던 모든 이에게 복수하려면
더욱 악독해져야만 해.""

그녀를 둘러싼 암투와 그림자처럼 뒤에서 그녀를 지키는 강운.

사월은 과연 복수에 성공하고 사랑하는 사람들을 지킬 수 있을까?"
어게인스트 더 월드,"실전싸움학습만화!! 따라와라, 진정한 남자가 되고 싶다면!"
만계신주,"비옥하고 평화로운 땅, 연국 남방의 중심지 남주(南州).
그 중심에 우뚝 서 있는 10층 높이의 ‘이홍원’의 주인을 둘러싼 소문은 무성하기만 하다.

이홍원의 주인이자 고신인 엽진은 신계에서 습격을 받고 신격을 훼손당해 남주로 떨어지게 됐지만,
남은 신력으로 수백 년 동안 자신만의 세력을 키워왔다.

그는 옛 친구를 만나기 위해 북적으로 향하던 중
북적군에게 쫓기던 설영족 성녀 진청설을 구하게 되고,
그녀의 복수를 돕기 위한 여정에 오르게 된다."
영의 기원,"'지구에 떨어진 외계 무기, 그로 인해 지구는 최대의 위기를 맞이하게 된다….

지극히 평범한 여학생인 류시아. 그러던 어느 날 수수께끼의 전학생이 민혁이 나타나면서 그녀의 평화로운 일상은 점점 비틀려지기 시작한다.
지구 정복을 노리며 끊임없이 나타나는 정체불명의 적들과 갑작스럽게 발현된 초능력… 그 뒤에 숨겨진 음모는 과연?"
아오라,"운동도 못하고, 친구도 없는 일명 '찌질이'인 남학생 백수호. 하지만 그런 그에게도 특기는 있었으니…. 인기 게임 '아오라'에서 오랜 기간동안 랭킹 1위를 지켜오던 초네임드 유저라는 것!  그런데 랭킹 2위인 게이 녀석에게 고백을 받질 않나, 선생님에게 혼나질 않나, 남몰래 좋아하고 있던 지수에게 다른 남자 친구가 생긴 것 같질 않나! 불운에 불운이 겹쳐 침울해하던 수호. 하지만 그의 앞에는 불운조차 잊어버릴만큼 놀라운 일들이 기다리고 있었는데…?"
학사신공,"평범한 시골에서 자란 한립은 숙부의 도움으로 강호문파의 입문 시험을 치르고, 고생 끝에 칠현문의 기명제자가 되어 약초를 이용해 사람을 구하는 방법을 배우게 된다. 

‘맹추’에서 ‘약초쟁이’가 된 한립은 어느 날 기이한 병을 발견하게 되는데…"
